Title,Name,Specialty,Academic,City
dr,Lazar Rešetar,dr med spec. anestezije,,
dr,Lejla Koldžić,spec. opšte medicine,,
dr,Lejla Stojanović,,,
dr,Lena Đorđević,oftalmolog,,
dr,Lena Kostić,lekar iz dijaspore,,
dr,Lenka Cvetinović,pedijatar u penziji,,
dr,Leonida Dožić,,,
dr,Leonida Đukanović,,,
dr,Lepa Mićalović,specijalizant neurologije,,
dr,Lidija Antić-Mišić,spec. opšte medicine,,
dr,Lidija Bošković,,,
dr,Lidija Despotović,,,
Prim.dr,Lidija Hajnal Avramović,spec.pedijatar u penziji,,
dr,Lidija Jovanović,stomatolog,,
dr,Lidija Jovanović,specijalista oftalmologije,,
dr,Lidija Kandolf Sekulović,,,
dr,Lidija Laketić,pneumoftiziolog,,
Prim.dr,Lidija Magarašević,oftalmolog,,
dr,Lidija Mijović,,,
dr,Lidija Nakov,spec. opšte medicine,,
dr,Lidija Prijić Plećević,patolog,,
dr,Lidija Stanković,pedijatar,,
dr,Lidija Uzelac,spec. pedijatrije,,
dr,Livija Mirković,pedijatar,,
dr,Ljilja Mijin,doktor stomatologije u penziji,,
Prof. med. fak,Ljiljana Aleksandrov,,,
dr,Ljiljana Arsenović,spec. opšte medicine,,
dr,Ljiljana Bugarin,oftalmolog,,
Prim. dr,Ljiljana Dimitrijević,"spec. neuropsihijatrije, subspec. sudske psihijatrije",,
dr,Ljiljana Dimitrijević,,,
dr,Ljiljana Đorđević,pedijatar u penziji,,Niš
dr,Ljiljana Filipović Ristić,Specijalista opšte medicine u penziji,,
dr,Ljiljana Ilić,,,
dr,Ljiljana Joksimović,,,
mag. farm. medicinski biohemičar,Ljiljana Jovanović,,,
dr,Ljiljana Jovanović,,,
dr,Ljiljana Juričić,spec. oftalmologije,,
dr,Ljiljana Karimanović,spec. ORL,,
dr,Ljiljana Kosorić,specijalista pedijatrije,,
Prim dr,Ljiljana Lederer,specijalista medicine rada  i specijalista menadžmenta u zdravstvu,,
dr,Ljiljana Lukić,pedijatar,,
dr,Ljiljana Matić,,,
Prof. dr,Ljiljana Mijatović,spec.nuklearne medicine,redovni profesor Fakulteta medicinskih nauka Univerziteta u Kragujevcu,
dr,Ljiljana Milašinović,ginekolog,,
dr,Ljiljana Milašinović,spec. pedijatrije u penziji,,
dr,Ljiljana Milovanović,,,
dr,Ljiljana Milutinović Tomić,Internista - Gastrointerolog,,
dr,Ljiljana Mlađenović,,,
dr,Ljiljana Obradović,oftalmolog,,Kragujevac
dr,Ljiljana Petković,pedijatar,,
dr,Ljiljana Petrović,specijalista bolesti zuba i endodoncije,,
dr sci. med.,Ljiljana Plavšić,,,
dr,Ljiljana Rudan,spec. radiologije,,
dr,Ljiljana Šabić,,,
dr,Ljiljana Simić,internista,,
Prim. dr,Ljiljana Stanimirović,,,
dr,Ljiljana Stepanović-Krstić,pedijatar,,
dr,Ljiljana Sudimac,lekar,,
Prim dr,Ljiljana Šuput-Tomaš,,,
dr,Ljiljana Tanasković,anesteziolog,,
dr,Ljiljana Topalović-ilić,spec. oftalmologije,,
Mr sc dr,Ljiljana Trajanović,neuropsihijatar,,
dr,Ljiljana Trifunović,,,
dr,Ljiljana Veljković,pedijatar,,
dr,Ljiljana Vujotić,,,
dr spec.,Ljiljana Vuleta,,,
Prim. dr sci med. ,Ljubica Arsenijevic,specijalista anesteziologije sa reanimatologijom,,
dr,Ljubica Bogosavljević,neuropsihijatar,,
dr,Ljubica Knežević,,,
Prim. dr,Ljubica Krstić,pedijatar,,
dr,Ljubica Lazić,radiolog,,
Prim. dr,Ljubica Milošević,specijalista ginekologije i akušerstva,,
dr,Ljubica Minić,,,
Prim. dr,Ljubica Presetnik,,,
,Ljubica Rakić,viša medicinska sestra u penziji,,
dr,Ljubica Rakin Petrović,radiolog,,
dr,Ljubica Simonović,ginekolog,,
dr,Ljubica Spasić,,,
dr,Ljubica Stojković,neuropsihijatar u penziji,,
dr,Ljubica Stošić,spec. interne medicine,,
dr,Ljubinka Mladenović,pedijatar,,
dr,Ljubiša Jovašević,ortoped,,
dr,Ljubiša Marjanović,ginekolog,,
dr,Ljubiša Mirić,Anesteziolog,,
dr,Ljubiša Popović,pedijatar,,
dr,Ljubiša Tončev,spec. interne medicine,,
dr,Ljubisav Maričić,urolog,,
Prof. dr,Ljubomir Erić,redovni profesor psihijatrije u penziji,,
dr,Ljubomir Lazović,dečiji hirug,,
dr,Ljubomir Mandić,spec.oralne hirurgije,,
Prof. dr,Ljubomir Milašinović,"specijalista ginekologije i akušerstva, supspecijalista perinatalne medicine","redovni profesor Medicinskog fakulteta u Novom Sadu, u penziji",
dr med.,Ljubomir Petrović,neuropshijatar,,Štutgart
dr,Ljubomir Srbinović,ginekolog-akušer,,
dr,Ljubomir Tošić,hirurg,,
dr,Ljudmila Kovačević Vuković,spec. ginekologije i akušerstva,,
dr,Ljudmila Stojanović,,,
dr,Lucija Milosavljević,spec. preventivne i dečje stomatologije,,
dr,Luka Minić,,,
dr,Luka Puzigaća,"specijalizant onkologije i radioterapije, dijaspora",,
dr,Luka Roganović,maksilofacijalni hirurg u penziji,,
dr,Luka Veljović,doktor stomatologije,,
dr,Lukijana Radovanović Dokić,,,
dr,Mađarac Luka,,,
dr,Magdalena Krupež,spec. plastične i rekonstruktivne hirurgije,,
dr,Magdalena Simić Simanić,stomatolog,,
dr,Maja Antić,ginekolog,,
dr,Maja Babić Kojić,dr stomatologije,,
dr,Maja Bojko,stomatolog,,
dr,Maja Čehov,,,
dr,Maja Đorđević,,,
Doc. dr,Maja Đorđević Milošević,pedijatar,,
dr,Maja Đurđević,Specijalizant ginekologije i akušerstva,,
dr,Maja Gak,,,
dr,Maja Jordanović,spec. opšte medicine,,
dr,Maja Jović,internista,,
dr,Maja Kovačević,anesteziolog,,
dr,Maja Lazić,,,
dr,Maja Lazić,specijalista psihijatrije,,
dr,Maja Mandić-Basta,,,
dr,Maja Marinkovic,specijalista ginekologije i akuserstva,,
dr,Maja Marinković Stojanović,doktor stomatologije,,
dr,Maja Milinić,,,
dr,Maja Milojević,Specijalista ginekologije i akušerstva,,
dr,Maja Mladenović,neurolog,,
dr,Maja Nešković,spec. neurologije,,
dr,Maja Nešović,specijalista interne medicine - kardiolog,,
Mr.sci med.dr,Maja Nikolić,"fizijatar, subspec. angiologije",,
dr,Maja Nikolić,,,
dr,Maja Panzalović Perović,stomatolog,,
dr,Maja Paunović,,,
dr,Maja Perić,spec. urgentne medicine,,
dr,Maja Prodanović,internista,,
dr,Maja Savić,,,
dr,Maja Šujica,,,
dr,Maja Vesić,,,
dr,Maja Vučković,radiolog,,
dr,Mara Petrović,specijalista urgentne medicine,,
dr,Margareta Božin,spec ginekologije i akušerstva,,
dr,Margita Mijušković,,,
dr,Margita Tomanić,stomatolog,,
dr,Mariana Čeković,specijalista ortopedije vilica,,
dr,Mariana Munćan,,,
dr,Marica Rakić,psihijatar,,
dr,Marija Antić,,,
dr,Marija Aritonović,doktor medicine,,
dr,Marija Barbić,lekar,,
dr,Marija Čubrilo,patolog,,
dr med.,Marija Đaković,spec. radiologije i medicinskog prava,,
dr,Marija Damnjanović,specijalista pedijatrije,,
dr,Marija Daničić,spec.radiolog,,
dr,Marija Diklić Vasiljević,radiolog,,
dr,Marija Dimčić,radiolog,,
dr,Marija Đurđić,spec. psihijatrije,,
dr,Marija Đurović,spec. psihijatrije,,
Ass. dr,Marija Elez,internista-hematolog,,Beograd
dr,Marija Gajić Dobrosavljević,radiolog,,
dr,Marija Gerzic,"specijalizant anesteziologije, reanimatologije i intenzivnog lečenja",,
dr,Marija Glavinić Mijić,specijalista opšte medicine,,
dr,Marija Gradinac,,,
dr,Marija Grunauer,neurolog,,
dr,Marija Ilić,,,
dr,Marija Ilić,spec. medicine rada u penziji,,
dr,Marija Jakšić,lekar na specijalizaciji dermatovenerologije,,
dr,Marija Jelić,stomatolog,,
dr,Marija Jovanović,radiolog,,
dr,Marija Jovanović,lekar opšte prakse,,
Dr,Marija Jovičić,spec.pedijatrije,,
dr,Marija Knežević,,,
dr,Marija Knežević,stomatolog,,
mr ph,Marija Kosačević,,,
dr,Marija Kostić ,specijalizant radiologije,,
dr,Marija Kostić-Vučićević,specijalizant pedijatrije,,
dr,Marija Lukić,,,
dr,Marija Maksović,doktor stomatologije,,
dr,Marija Marinković,neurolog,,Sombor
dr,Marija Milanović,Radiolog,,
dr,Marija Milinković,patolog,,
dr,Marija Mirković Sinđelić,mikrobiolog,,
dr,Marija Momčilović,Kragujevac,,
Prof. dr,Marija Mostarica-Stojković,imunolog,,
dr,Marija Nedeljković,lekar,,iz dijaspore
dr,Marija Nikolić,,,
dr,Marija Nikolić,specijalista kliničke farmakologije,,
dr,Marija Nikolić,spec. dečja i adolescentna psihijatrija,,
dr,Marija Nikolić,psihijatar,,
dr,Marija Novaković,,,
dr,Marija Panić,,,
dr,Marija Pantelić,spec.interne medicine - hematolog,,
dr,Marija Petrović,specijalizant psihijatrije,,
dr,Marija Radovanović,specijalista opšte medicine,,
dr,Marija Ranković,volonterski specijalizant,,
dr,Marija Resavac,,,
dr,Marija Risović,doktor stomatologije,,
dr PhD,Marija Sajić,,,
dr,Marija Šarenac Minić,"stomatolog, spec. stom. protetike",,
dr,Marija Serdar,,,
dr,Marija Spasić Stojaković,,,
dr,Marija Stepanović,spec. kliničke farmakologije,,
dr,Marija Stevanović,doktor medicine,,
dr,Marija Stojković,Psihijatar,,
dr,Marija Stranjanac,spec. urgentne medicine,,
dr,Marija Šulem,anesteziolog,,
Prim. dr sci. med,Marija Tasić,specijalista ginekologije i akušerstva,,
dr,Marija Tešić,ginekološka onkologija,prof. Medicinskog fakulteta u penziji,Novi Sad
dr,Marija Trebaljevac,spec.urgentne medicine,,
dr,Marija Trifunović,,,
dr,Marija Urošević,,,
dr,Marija Vasin,,,
dr,Marija Veličković,Zavod za hitnu medicinsku pomoć,,
dr,Marija Vučetić,spec. ORL,,
dr,Marija Vukobrat,anesteziolog,,
dr,Marija Vuksanović,stomatolog,,
dr,Marija Zarić,specijalizant psihijatrije,,
dr,Marijana Anastasov,lekar na specijalizaciji iz pshijatrije i psihoterapije,,Švajcarska
dr,Marijana Buha,,,
dr,Marijana Glišić,neurolog,,Čačak
dr,Marijana Jokić,,,
dr,Marijana Jokić,specijalista opšte medicine,,
dr,Marijana Jovanović,"spec. int.medicine, mr. sci med. vaskularne hirurgije",,
dr,Marijana Jovanović,anesteziolog,,
dr,Marijana Kovačević,,,
dr,Marijana Levićanin,,,
dr,Marijana Marinković,,,
dr,Marijana Mirković,,,
dr,Marijana Nedeljković,,,
dr,Marijana Nedeljković Protić,gastroenterolog,,Ženeva
dr,Marijana Pešić,spec. opšte medicine,,
dr,Marijana Petković,,,
dr,Marijana Rajić Delić,,,
dr,Marijana Simić,doktor stomatologije,,
dr,Marijana Stanišić,radiolog,,
dr,Marijana Stanković,neuropsihijatar,,
dr,Marijana Stevanović,neuropsihijatar,,
dr,Marijana Stojaković,internista,,
dr,Marijana Živković,anesteziolog,,
dr,Marijola Vučković ,epidemiolog,,
dr,Marina Boboš,anesteziolog,,
dr,Marina Brndušić,specijalizant ortopedske hirurgije sa traumatologijom,,
dr,Marina Bujdošik,spec.anesteziologije ,,
dr,Marina Cerović,,,
dr,Marina Ćirović,"lekar opšte medicine, specijalizant dermatovenerologije",,
dr,Marina Đukić,,,
dr,Marina Golubović,,,
Prim. dr,Marina Horvatić Obradović,oftalmolog,,
dr,Marina Ilić,psihijatar,,
dr,Marina Jovanović,spec. neuropsihijatrije,,
dr,Marina Kabić Stakić,specijalizant interne medicine,,
dr,Marina Knežević,,,
dr med. ,Marina Lukić,psihijatar,,
dr,Marina Lukić,anesteziolog,,
dr,Marina Mijailović,,,
dr,Marina Mijin,doktor stomatologije,,
dr,Marina Pribanović,,,
dr,Marina Radulović,,,
dr,Marina Šarac,lekar iz dijaspore,,
dr,Marina Stamenković,,asistent Medicinskog fakulteta u Beogradu,
dr,Marina Stojanović,anesteziolog,,
dr,Marina Subotić,internista,,
dr,Marina Tenjović,pedijatar,,
dr,Marina Tomić Dimitrovski,,,
dr,Marina Vujović,endokrinolog,,
dr,Marina Zelenović,spec. medicine rada,,
dr,Marjana Janković,stomatolog,,
dr,Marjana Radović,,,
dr,Marko Banović,kardiolog,,
dr,Marko Baralić,"spec. interne medicine, subspecijalizant nefrologije",,
dr,Marko Ćirić,,,
dr,Marko Ćurčić,doktor stomatologije,,
dr,Marko D. Simeunović,,,
dr,Marko Dimitrijević,ortoped,,
dr,Marko Gulan,specijalista interne medcine,,
dr,Marko Hufnagel,,,
Ass. dr,Marko Ilić,spec. ortopedije,,
dr,Marko Jaćović,,,
dr,Marko Jovanović,doktor stomatologije,,
dr,Marko Kovačević,stomatolog,,
"dr, MPH, Phd",Marko Lukić,,,
dr,Marko Majstorović,,,
dr,Marko Marjanović,spec. dečije hirurgije,,
dr,Marko Marković,opšta medicina,,
dr sci. med.,Marko Marković,neurohirug,,
dr,Marko Mihić,specijalista radiologije,,Beč
dr,Marko Mirković,stomatolog,,
dr,Marko Petrović,spec. opšte medicine,,
dr,Marko Radošević,specijalizant interne medicine,,
dr,Marko Radović,,,
dr,Marko Radulović,anesteziolog,,
dr,Marko Sekulić,,,
dr,Marko Simić,,,
dr,Marko Stanković,specijalista radiologije,,
dr,Marko Stanojević,lekar na specijalizaciji iz ginekologije i akušerstva,,
dr,Marko Stojković,internista,,
dr,Marko Stojsavljević,pulmolog,,
dr,Marko Todorović,hirurg,,
dr,Marko Tomić,dr stomatologije,,
dr,Marko Topalović,,,
dr,Marko Trifunović,specijalizant opšte hirurgije,,
dr,Marko Veljković,neurolog,,
dr,Marko Vratonjić,volonterska specijalizacija oftalmologije,,
dr,Marko Vuistić,specijalizant ortopedije,,
dr,Marko Vujačić,Specijalista ortopedske hirurgije i traumatologije,,
dr,Marta Aleksandrić,specijalizant interne medicine,,
dr,Marta Bižić,,,
dr,Marta Jeremić,lekar na specijalizaciji,,
dr,Marta Savić,ginekolog,,
dr,Maša Ilić-Marić,,,
dr,Maša Kovačević,,,
dr,Maša Radovanović,specijalizant neurohirurgije,,
dr,Mehmed Mujdragić,specijalista opšte hirurgije,,
dr,Melina Bojković,specijalista psihijatrije,,
dr,Melita Matić,,,
dr,Mia Markov Matić,lekar na specijalizaciji radiologije,,
dr,Mihailo Jaredić,spec. radiologije,,
dr,Mihailo Jevtović,,,
dr,Mihajlo Vešović,,,
dr,Mikloš Njiradi,pedijatar,,
Prof. dr,Mila Alečković Nikolić,,,
dr,Mila Kovačević,kardiolog,,
dr,Milan Alimpić,,,
dr,Milan Baranac,,,
dr,Milan Božičković,doktor opšte medicine,,
dr,Milan Božinović,lekar u kovid bolnici,,
dr,Milan Čimburović,,,
dr,Milan Crnobarić,internista,,
dr,Milan Djaković,spec. ginekologije i akuserstva,,
Asist. dr,Milan Dobrić kardiolog,,,
Doc dr,Milan Dokić,,,
dr,Milan Đokić,,,
dr,Milan Đorđević,spec.opšte hirurgije,,
prof. dr,Milan Đukić,,,
dr,Milan Đurić,urolog,,Šabac
dr,Milan Elankov,anesteziolog,,
dr,Milan Glavonić,,,
dr,Milan Kitanović,internista kardiolog,,
Mr sci med dr,Milan Kovijanić,internista-gastroenterolog,,
dr,Milan Leković,spec. pedijatrije,,
dr,Milan Marković,fizijatar,,
dr,Milan Milanović,,,
dr,Milan Miljković,,,
dr,Milan Mišović,,,
dr,Milan Mitrović,kardiolog,,
dr,Milan Pavlović,,,Berlin
Prof. dr,Milan Petrović,kardiolog,,
dr,Milan Petrović,specijalista interne medicine,,
dr,Milan Puzić,anesteziolog,,
dr,Milan Radulović,spec. oralne hirurgije,,
dr,Milan Rangelov,urolog,,
dr,Milan Ranković,anesteziolog,,
dr,Milan Ribić,spec. ginekologije i akušerstva,,
Primarijus dr,Milan Roganović,specijalista otorinolaringolog,,
dr,Milan Simić,patolog,,Šabac
dr,Milan Sinadinović,otorinolaringolog,,
dr,Milan Stanišić,kardiolog,,
dr,Milan Stojanović,ortoped,,
dr,Milan Šubic,,,
dr,Milan Tasić,,,
dr,Milan Tošić,pedijatar,,
dr,Milan Vasiljević,,,
dr,Milan Veselinović,spec. opšte hirurgije,,
dr,Milan Vukotić,,,
dr,Milan Živković,specijalista ginekologije i akušerstva,,
dr,Milan Žunić,Slovenija,,
dr,Milana Matović,spec. interne medicine,,
dr,Milana Nedeljkov,,,
dr,Milanka Milić,pedijatar,,
Prof.dr,Milanka Tatić,Anesteziolog i reanimatolog,,
dr,MilanMitrović,,,
Prim. dr,MIlče Čanković Kadijević,,,
dr,Mile Ružesković,spec. opšte hirurgije,,
dr,Mile Škarić,stomatolog,,
dr,Milena Babić,specijalista radiologije,,
dr,Milena Bojkov,doktor stomatologije,,
dr,Milena Ćulibrk,lekar iz dijaspore,,Nemačka
dr,Milena Dujković,doktor stomatologije,,
dr,Milena Đurić,,,
dr,Milena Đurović,specijalista mikrobiologije sa parazitologijom,,
dr,Milena Gajinović,,,
dr,Milena Ignjatović Delchanidis,specijaliant ortopedije vilica,,
dr,Milena Jaukovic,hirurg,,
dr,Milena Jovanović,,,
dr,Milena Jović,anesteziolog,,
dr,Milena Knežević,,,
dr,Milena Leković,,,
dr,Milena Majić,internista,,
dr,Milena Marković,spec.oralne hirurgije,,
dr sci.med. ,Milena Mišić,specijalista mikrobiologije sa parazitologijom,,
dr,Milena Momirović Stojković,specijalista urgentne medicine,,
dr,Milena Nikolić,specijalizant ginekologije i akušerstva,,
dr,Milena Pandurović,anesteziolog,,
dr,Milena Popović,spec. urgentne medicine,,
dr,Milena Popović,specijalista pedijatrije,,
dr,Milena Potparević,,,
dr,Milena Radosavljević,spec. opšte medicine,,
dr,Milena Savić,,,
dr,Milena Solujić Šoronda,pneumoftiziolog u penziji,,
dr,Milena Srbinović,ginekolog-akušer,,
dr,Milena Stojanović,opšti hirurg,,
dr,Milena Stojiljković,spec.ortopedije vilica,,
dr,Milena Tomanić,,,
dr,Milena Tomašević,,,
dr,Milena Tomović,specijalista medicine sporta,,
dr,Milena Vlajić,,,
dr,Milena Vujović,,,
dr,Milena Vukadinović,oftalmolog,,
dr,Milena Vuković,specijalista pedijatrije,,
dr,Milenko Vrbavac,anesteziolog u penziji,,
dr,Milesa Milenković,spec. pedijatar u penziji,,
Prim. dr,Mileta Marić,,,
dr,Mileta Minić,,,
dr,Milić Miodrag,,,
dr,Milica Antonijević,specijalizant pedijatrije IV godine,,
dr,Milica Bekrić Pajić,"neuropsihijatar, načelnik Neurološke službe OB Kruševac",,
dr,Milica Bežanić,,,
dr,Milica Bogdanović,specijalizant oftalmologije,,
dr,Milica Bošković,,,
dr,Milica Cvijetić,psihijatar,,
dr,Milica Dekleva,kardiolog,,
dr,Milica Đokić,doktor medicine,,
dr,Milica Gulić,,,
dr,Milica Ivković,oftalmolog,,
dr,Milica Jagodić,lekar,,
dr,Milica Ječmenica Lukić,,,
dr,Milica Komlenić,,,
dr,Milica Kostić Anđelić,spec. ginekologije i akušerstva,,
dr,Milica Kotlajić,spec. pedijatrije,,
dr,Milica Ljubisavljević,spec. opšte medicine,,
Prim. dr,Milica Magdeski,"ginekolog akušer, perinatolog",,
dr,Milica Matić,,,
dr,Milica Miković,doktor stomatologije,,
dr,Milica Milinović,,,
dr,Milica Mitrašinović,,,
dr,Milica Morača,specijalizant interne medicine,,
dr,Milica Novaković,specijalizant endodoncije na University of Illinois at Chicago,,
dr,Milica Pejanović,doktor stomatologije,,
dr,Milica Repac,psihijatar,,
dr,Milica Ristić,psihijatar,,
dr,Milica S. Arsić,"spec. psihijatrije, Jagodina",,
dr,Milica Šljivić,specijalista oralne hirurgije,,
dr,Milica Šolak,,,
dr,Milica Stefanović,,,
dr,Milica Tasić,specijalizant pedijatrije,,
Prim. dr,Milica Todorić,specijalista opšte medicine,,
dr,Milica Trajić,spec. opšte medicine,,
Doc. dr,Milica Velimirović Bogosavljević,Docent,Medicinski fakultet Univerziteta u Beogradu,
dr,Milica Vuković,,,
dr,Milica Zarić,specijalizant anesteziologije sa reanimatologijom,,
dr,Milica Živković,,,
dr,Milijana Kostić,otorinolaringolog,,
dr,Milinka Dragojević,,,
dr,Milisav Ćetković,,,
dr,Milisav Rajčić,stomatolog,,
dr,Milivoje Cerović,,,
dr,Milivoje Đajić,,,
dr,Milivoje Pantelić,anesteziolog,,
Prim. dr,Milja Milenković Bajić,spec. preventivne i dečje stomatologije,,
dr,Miljan Bilanović,ortoped,,
dr,Miljan Ojdanić,spec. otorinolaringologije,,
dr,Miljana Čović,lekar na specijalizaciji radijacione onkologije,,
dr,Miljević Matija,specijalista radiologije,,
dr,Milka Kuveljić,,,
dr,Milka Radović,pedijatar,,
dr,Milkica Marković,,,
dr,Milko Lisica,oftalmolog,,
dr,Milojko S. Manojlović,stomatolog,,
dr,Milorad Mićić,ginekolog akušer,,
dr,Milorad Orlović,spec. interne medicine,,
dr,Milorad Paunović,,,
dr,Milorad Raspopović,specijalista dermatovenerologije,,
dr,Milorad Todorović,,,
dr,Miloš Aleksić,,,
dr,Miloš Bojović,lekar na spec. fizikalne medicine i rehabilitacije,,
Prof. dr,Miloš D. Pavlović,dermatovenerolog,MF Univerziteta u Mariboru,
dr,Miloš Jerinić,radiolog,,
dr,Miloš Jovanović,,,
Prof. dr,Miloš Jovanović,,,
dr,Milos Jović,doktor,,dijaspora
dr,Miloš Kovačević,Specijalista plastične i rekonstruktivne hirurgije,,
dr,Miloš Krstić,,,
dr,Miloš Kupresak,ginekolog i akušer,,
dr,Miloš Kuprešak,ginekolog-akušer,,
dr,Miloš Lazarević,,,
dr,Miloš Miljković,spec. hematologije i onkologije,,
dr,Miloš Mitrović,spec. interne medicine,,
dr,Miloš Mitrović,specijalista psihijatrije,,
dr,Miloš Peković,spec. urgentne medicine,,
dr,Miloš Petrov,"specijalizant plastične, rekonstruktivne i estetske hirurgije",,
Prof. dr,Miloš S. Todorović,specijalista sudske medicine,,
dr,Miloš Stanković,hirurg,,
dr,Miloš Stanojlović,ortoped-hirurg,,
dr,Miloš Trajković,doktor medicine,,
dr sci. med.,Miloš Vasiljević,lekar opšte prakse,,Beč
dr,Miloš Veličković,anesteziolog,,
dr,Miloš Vučetić,spec. plastične rekonstruktivne i estetske hirurgije,,
dr,Miloš Zlatanović,,,
dr,Milosava Vučićević,specijalista medicine rada,,
dr,Milovan Milošević,ortoped,,
dr,Milovan Šarović,pneumoftiziolog,,
dr,Milutin Kostić,,,
dr,Milutin M. Ikodinović,spec. maksilofacijalne hirurgije,,
dr,Mina Matić,,,
dr,Mina Novaković,,,
dr,Mina Stajčić,,,
dr,Minja Ninković,dečji i adolescentni psihijatar,,
dr,Miodrag Bogosavljević,,,
dr,Miodrag Branković,spec.urgentne medicine,,Niš
dr,Miodrag Čudomirović,opšti hirurg,,
Prim dr,Miodrag Ilić,stomatolog u penziji,,
dr,Miodrag Jovanović,ortoped,,Bor
dr,Miodrag Miladinović,internista,,
Prof. dr,Miodrag N. Krstić,,profesor Medicinskog fakulteta u Beogradu,
dr,Miodrag Nišević,specijalizant radiologije,,
dr sci med.,Miodrag P. Dikić,"internista, interventni kardiolog",,
dr,Miodrag Panić,,,
Ass. dr sc. med,Miodrag Srećković,spec. interne medicine,,
dr,Miodrag Stanković,dečiji psihijatar,,
dr,Miodrag Stanojević,anesteziolog,,Norveška
dr,Miodrag Stojiljković,patolog,,
dr,Mioljub Bogdanović,spec. interne medicine,,
dr,Miomir Randjelović,kardiolog,,
dr,Miona Bogićević,,,
dr,Miona Bogosavljević,doktor stomatologije,,
dr,Miona Stojanović,,,
dr,Mira Danilovac,,,
dr,Mira Petrović,specijalista pedijatar,,
dr,Mira Rajačić,internista-kardiolog u penziji,,
dr,Mirjana Bogdanović,spec. pedijatrije,,
dr,Mirjana Čvorić,radiolog,,
dr,Mirjana Danilović,spec.interne medicine,,
dr sci. med.,Mirjana Dobrosavljev,radiolog,,
dr,Mirjana Drašković Ivica,,,
dr,Mirjana Elhag,specijalizant dermatologije,,
dr,Mirjana Erić,specijalista neuropsihijatar u penziji,,
dr mr sci. med. ,Mirjana Filipović,spec. socijalne medicine,,
dr,Mirjana Gojgić Vilotijević,specijalista opšte medicine,,
dr,Mirjana Ilić Stošić,,,
Prof. dr sc,Mirjana Janjanin,,,
dr,Mirjana Jeličić,,,
dr,Mirjana Jovanović,neurolog,,
dr,Mirjana Jovanović Vuković,,,
dr,Mirjana Kačar,anesteziolog,,
dr,Mirjana Kandić,spec. stom. protetike,,
mr ph,Mirjana Konstantinović,Diplomirani farmaceut,,
dr,Mirjana Kovačević,,,
dr,Mirjana Lacmanović,radiolog,,
dr,Mirjana Lapčević,,,
dr,Mirjana Lukić,pedijatar,,
dr,Mirjana Marković,spec. psihijatrije,,
Doc.dr,Mirjana Mijušković,,,
dr,Mirjana Milanović,,,
dr,Mirjana Miletić,spec. opšte medicine,,
dr,Mirjana Mladenović,spec. fizikalne medicine i rehabilitacije,,
dr,Mirjana Negovanović,,,
dr,Mirjana Paunović,spec. ginekologije i akušerstva,,
dr,Mirjana Petrović,,,
dr med. ,Mirjana Popović Krstić,specijalista radiologije,,
dr,Mirjana Popović-Trbojević,,,
dr,Mirjana Premović,spec. interne medicine,,
dr,Mirjana Roksić,,,
dr,Mirjana Šikić,spec. urgentne medicine,,
dr,Mirjana Smiljković,mikrobiolog u penziji,,
dr,Mirjana Šojić,neuropsihijatar,,
dr,Mirjana Stanković,,,
dr,Mirjana Stević,specijalista opšte medicine,,
dr,Mirjana Tatarević,psihijatar,,
dr,Mirjana Tatrević,psihijatar,,
dr,Mirjana Trifunović,spec.kliničke biohemije,,
dr,Mirjana Vaščić-Šunjević,spec. psihijatar,,
dr,Mirjana Vujić,spec. opšte medicine,,
dr,Mirjana Vuletić Pavlović,oftalmolog,,
dr,Mirjana Živković,spec. opšte medicine,,
dr,Mirjana Zlatković Švenda,internista reumatolog,,
dr,Mirjana Žurić,,,
dr,Mirko Bogdanić,,,
dr,Mirko Ćirić,spec. oralne hirurgije,,
dr,Mirko Guberinić,spec. urgentne medicine,,
dr,Mirko Ninković,specijalista oftalmologije,,
dr,Mirko Topalović,lekar iz dijaspore,,
Prim. dr,Mirko Veljković,ortoped,,
Prim dr,Miro Čavaljuga,digestivni hirurg u penziji,,
Prof. dr,Miroljub Obradović,,,
dr,Miroljub Stefanović,ginekolog,,
dr,Miroljub Zlatanović,,,
dr,Miroslav Aleksić,specijalista transfuzijske medicine,,
dr,Miroslav Arsić,spec. interne medicine,,
dr,Miroslav Jovanović,specijalizant ortopedske hirurgije i traumatologije,,
dr,Miroslav Jovanović,specijalista opšte medicine,,
Prof. dr,Miroslav Kovačević,neuropsihijatar,,
dr,Miroslav Lazić,spec. opšte hirurgije,,
dr,Miroslav Maksimović,,,
dr,Miroslav Mitrović,ortoped,,
dr,Miroslav Pavlović,specijalizant interne medicine,,
spec. dr,Miroslav Popović,spec. anesteziologije sa reanimatologijom,,
dr,Miroslav Popović,doktor medicine,,
Porf. dr,Miroslav Samardžić,neurohirurg,,
dr,Miroslav Stanojević,specijalista opšte hirurgije,,
dr,Miroslav Tatić,ortoped,,Bor
dr,Miroslav Tepšić,spec. urgentne medicine,,
dr,Miroslav Tošović,specijalista kliničke biohemije,,
dr,Miroslav Vučnić,urolog,,
dr,Miroslava Jevtić,internista,,
dr,Miroslava Mišić,,,Kragujevac
Prof. dr,Miroslava Pervulov,"ginekolog, akušer",,
dr,Miroslava Rajačić - Tavčioski,internista - kardiolog u penziji,,
dr,Miroslava Šarac,spec. Pedijatrije,,
dr,Miroslava Vasiljević,specijalista psihijatrije,,
dr,Mirsala Islamović Aličković,spec. urgentne medicine,,
